Input.word1,Answer.word1,Input.word2,Answer.word2,Input.word3,Answer.word3,Input.word4,Answer.word4,Input.word5,Answer.word5
Lawn,vacant space of the property,Maybe,"in between yes or no, not sure",Society,composed of group of people interacting,Exact,quantitative property. in definite proportion,Lonely,"a state of mind, depression and being alone"
Lawn,grassy ground,Maybe,possibilities,Society,"group of family,",Exact,without,Lonely,alone
Lawn,"a plot of grass, usually tendered or mowed, a part of a garden",Maybe,"possible probable, but not sure, perhaps, uncertainty",Society,"collection of individuals, a group of humans. companionship, fellowship,company",Exact,"agreeing with a standard, perfectly conforming, correct in every details, strictly accurate.",Lonely,"alone, solitary, without companions,unfrequented by people, lone"
Lawn,"grass, yard, mow, mower, weed",Maybe,"might, possible, can, perhaps, could be",Society,"people, world, group, culture",Exact,"match, precise, one, same, definite",Lonely,"alone, by oneself, sad, without company"
Lawn,"With grass,a pleasant,play there with kids and dogs,a greeny one.",Maybe,"Not sure, either,Not a confirmation,unsure,cant believe.",Society,"A formation,a body,by government or private,with members.",Exact,"A particular,specifically,an outer form,",Lonely,"Without anybody,not accompanied,sometimes a joy,for mediitation."
Lawn,"Green grass that is maintained properly , used as decorative gardening , can be seen in park , grounds etc , a soft patch of grass",Maybe,"used when somebody is not sure of something , used as a word of caution , to accept , not sure ,",Society,"the surrounding people , group of people , company ,different classes of people ,",Exact,"something that is dead correct ,confident in something , accurate ,precise ,",Lonely,"a state of being left alone , not in any group ,being single , doing something or some work by yourself , sometime it indicates sadness sometimes it may be happiness"
Lawn,"lawn (noun) an area of short, regularly mown grass in the garden of a house or park.",Maybe,maybe (adverb) Perhaps; possibly: | (noun) a mere possibility or probability:,Society,society (noun) The aggregate of people living together in a more or less ordered community,Exact,exact (adjective) Not approximated in any way; precise:,Lonely,lonely (adjective) Sad because one has no friends or company: (of a place) unfrequented and remote:
Lawn,"A plot of grass, usually tended or mowed,A light cotton or linen fabric of very fine weave,a flat and usually level area of mown and cultivated grass,a piece of land cleared of trees and usually enclosed",Maybe,"Perhaps; possibly,An uncertainty,by chance,perchance,",Society,"The totality of social relationships among humans,A group of humans broadly distinguished from other groups by mutual interests, participation in characteristic relationships, shared institutions, and a common culture,The institutions and culture of a distinct self-perpetuating group,An organization or association of persons engaged in a common profession, activity, or interest,The rich, privileged, and fashionable social class",Exact,"Strictly and completely in accord with fact,not deviating from truth or reality,Characterized by accurate measurements or inferences with small margins of error,not approximate,Characterized by strict adherence to standards or rules,o force the payment or yielding of,To demand and obtain by or as if by force or authority,extort,",Lonely,"Without companions,Characterized by aloneness; solitary,Unfrequented by people; desolate,Dejected by the awareness of being alone,Producing such dejection"
Lawn,"field,plants,green,turf",Maybe,"saying something with doubt,not correct,grammer word",Society,"economic,social,industrial infrasturcture",Exact,"really,perfect,correct,",Lonely,"feeling lonely,the person who is sitting without anybody can say lonely."
Lawn,"A plot of grass, usually tended or mowed, as one around a residence or in a park or estate, A light cotton or linen fabric of very fine weave, a flat and usually level area of mown and cultivated grass",Maybe,"Possible; probable, but not sure, Perhaps; possibly; peradventure, Possibility; uncertainty.",Society,"The totality of social relationships among humans, An organization or association of persons engaged in a common profession, activity, or interest, Companionship; company",Exact,"strictly accurate or correct, precise, as opposed to approximate, admitting of no deviation, as laws or discipline; strict or rigorous.",Lonely,"lacking companions or companionship, Not frequented by human beings, Having a feeling of depression or sadness resulting from the consciousness of being alon"
Lawn,"grass, garden, landscaping, insects, cool surroundings, beautify area, party location, fountains",Maybe,"not certain, one possibility, options available, opinion",Society,"group of residents, association, norms, obligations, structure, companionship, mutual aid",Exact,"wholly correct, precise, correct, demand payment, without any fault",Lonely,"without company, alone, single, remote location"
Lawn,"an area of smooth , short grass , especially as part of a garden :he is mowing the lawn.",Maybe,it is possible; perhaps:may be I'll come and  may be I won't.,Society,mankind concidered as a whole:He was a danger to society.,Exact,absolutely accurate or correct in every detail;the same in every detail;precise:,Lonely,"lacking or wanting companionship :Aren't you lonely ,living by yourself."
Lawn,A plot of grass,Maybe,"probable, but not sure.",Society,The totality of social relationships among humans.,Exact,"Precisely agreeing with a standard, a fact, or the truth",Lonely,lacking companions or companionship
Lawn,"outside,pleasant,green,grass",Maybe,"doubt,future,sometimes negative,positive",Society,"everyone,pride,neigbhourhood,people",Exact,"same,colour,size",Lonely,"people,single,sad"
Lawn,"recreational land, cultivated area of green grass,mowed closely, created for aesthetic pleasure",Maybe,"possibly, perhaps,can be,perchance,",Society,"a large social group,an organized group of persons associated together, structured system of human organization,has an important role in development of a person",Exact,"accurate, precise, demand,specific",Lonely,"isolated, standing apart, feeling friendless, companion less, unsocial"
Lawn,"Lawn:-  Sward, Greensward, Turf, Sod, Green",Maybe,"Maybe:- Perhaps, Possibly, Perchance, Mayhap, Peradventure",Society,"Society:- community, people, public,  Association, Intercourse, Companionship, Company, Camaraderie, Organization, Club,",Exact,"Exact:- Precise, Accurate, Correct, Faithful, True, Faultless, Identical, Literal, Perfect, Consummate",Lonely,"Lonely:- lone, alone, lonesome, single, solitary, solo, and unaccompained."
Lawn,"Grass, green, soft, plush, somewhere to do activities",Maybe,"Not for certain, can't decide, won't commit",Society,"all the people around you, customs and rules, culture",Exact,"Precise, not sloppy, the right amount",Lonely,"Apart, sad, alone, bored, not happy"
Lawn,"park, green",Maybe,"sometimes, held",Society,"peoples, country",Exact,"correct, perfect",Lonely,"single, separately"
Lawn,"1.
a stretch of open, grass-covered land, especially one closely mowed, as near a house, on an estate, or in a park.",Maybe,"1.
perhaps; possibly
2.
a possibility or uncertainty.",Society,"1.
an organized group of persons associated together for religious, benevolent, cultural, scientific, political, patriotic, or other purposes.
2.
a body of individuals living as members of a community; community.
3.
the body of human beings generally, associated or viewed as members of a community: the evolution of human society.
4.
a highly structured system of human organization for large-scale community living that normally furnishes protection, continuity, security, and a national identity for its members: American society.
5.
such a system characterized by its dominant economic class or form: middle-class society; industrial society.",Exact,"1.
strictly accurate or correct: an exact likeness; an exact description.
2.
precise, as opposed to approximate: the exact sum; the exact date.
3.
admitting of no deviation, as laws or discipline; strict or rigorous.
4.
capable of the greatest precision: exact instruments.
5.
characterized by or using strict accuracy: an exact thinker.",Lonely,"1.
affected with, characterized by, or causing a depressing feeling of being alone; lonesome.
2.
destitute of sympathetic or friendly companionship, intercourse, support, etc.: a lonely exile.
3.
lone;  solitary; without company; companionless.
4.
remote from places of human habitation; desolate; unfrequented; bleak: a lonely road.
5.
standing apart; isolated: a lonely tower."
Lawn,Expanse of turf or grass.,Maybe,Is possible. Might do.,Society,People of a place.,Exact,Perfect. No errors.,Lonely,Feeling of isolation.
Lawn,"1.
a stretch of open, grass-covered land, especially one closely mowed, as near a house, on an estate, or in a park.
2.
Archaic . a glade.
Origin: 
1250–1300; Middle English launde  < Middle French lande  glade < Celtic;  compare Breton lann  heath. See land",Maybe,a possibility or uncertainty.,Society,"1.
an organized group of persons associated together for religious, benevolent, cultural, scientific, political, patriotic, or other purposes.
2.
a body of individuals living as members of a community; community.
3.
the body of human beings generally, associated or viewed as members of a community: the evolution of human society.
4.
a highly structured system of human organization for large-scale community living that normally furnishes protection, continuity, security, and a national identity for its members: American society.
5.
such a system characterized by its dominant economic class or form: middle-class society; industrial society.",Exact,"1.
strictly accurate or correct: an exact likeness; an exact description.
2.
precise, as opposed to approximate: the exact sum; the exact date.
3.
admitting of no deviation, as laws or discipline; strict or rigorous.
4.
capable of the greatest precision: exact instruments.
5.
characterized by or using strict accuracy: an exact thinker.",Lonely,"affected with, characterized by, or causing a depressing feeling of being alone; lonesome.
2.
destitute of sympathetic or friendly companionship, intercourse, support, etc.: a lonely exile.
3.
lone;  solitary; without company; companionless.
4.
remote from places of human habitation; desolate; unfrequented; bleak: a lonely road.
5.
standing apart; isolated: a lonely tower."
