id_code,start_time,end_time,duration,fork,cushion,team,grand,eat,brother,hypnotize,shirt,explode,sunday,ten,female,whole,fighter,muscle,penny,train,glasses,nurse,jesus,money,shoelace,cabinet,goal,work,allow,coat,hall,who,thirsty,words,secret,liberty,home,wagon,painting,basketball,pen,object,opening,against,print,stream,motel,radio,faith,start,cabin,balloon,title,pick,thief,agreement,property,innoncent,grave,neutron,bum,fraternity,tag,obstacle,speech
63982,10/4/10 20:30,10/4/10 20:53,23,helps for eating,is soft,sports group,big amount,something to do with food,part of family,action of being in other world,clothing,blowing up,day of week,number system,type of human,description of amount,mma individual,part of body,US currency,used for transportation,instrument used for seeing,woman healer,religious figure,monetary insturment,used for shoes,place to hold items,score of game,action of making money,action of freedom,clothing for cold,building feature,clueless,act of dehydration,help communicate,thought excluded for only select persons,freedom,place where person lives,used for transport,creates art,sport,utensil used to communicate,thing,spot alloted,action of being on other side,action used for transferring words on paper,clueless,place to sleep on vacation,"insturment to play songs,music",religion,beginning,place to sleep,weather instrument,rank of job,action of getting something out,person who steals,contract of mutual understanding,land,act of being free from prosecution,marking of deceased,part of atom,person who has no job or clue,college brotherhood,game of kids,hurdle faced,ideals spoken
64903,10/4/10 22:17,10/4/10 22:30,13,eating,comfy,community,"1,000",Food,sibling,trance,button-up,blow up,day of rest,number after 9,opposite of male,complete,boxing,strength,1 cent,transportation,eye-wear,health assistance,Christianity,rent,string,dish holder,dream,salary,let happen,winter,area in a house that connects rooms,Rock Band,parched,communication,confidence,America,domain,trailor,art,sport with hoops,writing instrument,oppose,gap,emeny,press,water canal,cheap,transmission of information,belief,beginning,lodge,expand,registration,choose,crook,convenant,land,pure,lay to rest,cell,homeless person,community,price,course,talk
63895,10/5/10 15:25,10/5/10 15:37,12,metal,couch,fun,money,food,family,tranz,clothing,anger,week,number,girl,group,boxing,strong,coin,tracks,eyes,helper,bible,rich,sneaker,storage,soccer,dream,accept,warmth,house,person,water,dictionary,promise,freedom,relaxing,transpotation,picture,sport,writing,deny,hole,leaning,paper,river,vacation,music,belief,begin,forest,party,book,teeth,stealer,decision,land,pure,death,cell,homeless,drunk,game,course,talking
64810,10/5/10 15:33,10/5/10 15:48,15,"eating utensil, hard, silver","soft, pillows","group, one",finale,"food, breakfeast, lunch, dinner, desert","sibling, love",another world,clothing,"explosion, flamable","day of week, weekend",number,"gender, person",one,"professional, boxing","body part, large, firm","money, cents","transportation, railroad tracks, bus stations","frame, lense, eyes","job description, hospital, scrubs","the lord, God, church, religion, christian, sunday","pay, buy, green","tennis shoe, different colors, different lenghts","storage, in house","achieve, time limit","job, paycheck, hours, time sheet","to let, permission","furry, warm, winter","walking space, long",person,"parched, dehydrated","meanings, plural",kept safe,freedom,"place of living, residence, property","red wagon, wood, long handle","paint brush, colors","sport, jump shot, fouls, 3 pointer","writing utensil, different colors, bold, ball point",something,open,"no agreement, towards","color, black and white",water,"temporary living, public service, room","sound system, antenna, radio stations",believe,begin,"living space, wood, secluded","blow up, string, pop, big, different colors","subject, main idea",options,"stealing, illegal, jail",agreed,"yours, owner",not guilty,"death, cemetary, tombstone",science,"no moeny, homeless, beg","organiztion, group, step show",price,"a course, something hard","timed, subject, audience"
65134,10/5/10 21:37,10/5/10 22:01,24,Is made of metal. Can not be microwaved. Is pointed. Is used to eat with. Is not flexible. Can be different lengths. Is made of plastic. Can be disposable.,Is comfortable. Can be different colors. Can be different shapes. Is soft. Is flexible. Is a luxury item. Can be of different fabrics and materials.,Sports. Together. Unity.,Money. Happy. Exciting.,Nurishment. Survival. Pleasure.,Sibling. Annoying. Family. Protective.,Distract. Consume.,Clothing. Protection. Individuality. Warmth,Bombs. Natural disasters. Damaging.,Relaxing. Football. Banks are closed. Stores close early. Church. Family time.,A number. The first double digit.,House wife. Mother.,Complete. Solid. Together.,Strong. Brave. Independent. Fierce.,Strength. Ability.,Money. Insignificant. Worthless.,Traveling. Railroads. Long.,Bad eyesight. Nerds. Reading.,Caring. Helpful. Brave. Strong stomached.,Religion. God. Church. Christian. Faith. Believing.,Wealth. Happiness. Stability.,Helpful. Necessary.,Storage. Kitchen.,Acheivement. Motivation.,Stressful. Required. Money. Long days. No sleep.,acsess.,Warmth. Winter. Patterns and prints.,Passage way. Leading. Long.,Description. Individuals.,Quench. Water. Liquid. Nurishment.,Describing. Tools. Building blocks.,Not told. Personal. Important.,Freedom. Faith.,Safety. Security. Comfort. Happiness.,Horses. Mules. Years ago. Pioneers.,Art. Decorating. Renewing.,Sports. Orange. Round. Bouncy.,Writing. Ink.,Thing. Noun. Fixture.,Inviting. Welcomming,Not in agreement with.,Fonts. Not cursive. Not a signature.,Water. Small. Delicate.,Traveling.,Music. News. Differemt stations.,Religion. God. Church,Finish. Beginning. Goals.,Lake. Woods. Made of logs. Homey.,Floating. Festivities or parties. Kids. Clowns. Balloon animals. Colors and shapes,Descriptive. Owning.,Choice. Options.,Bad person. Illegal. No morals. Similar to bum.,In favor of.,Ownership. Value.,Kind. Child like. Trustable. Loyal.,Sad. Bad situation. Where someone's buried.,Biology. Cells. Anatomy.,No job. Lazy. Not motivated.,Males. College. Brotherhood. Unity.,Your it. Games. To mark something.,Restricting. Delaying.,Talking. Languages. Communication.
64264,10/5/10 22:37,10/5/10 23:10,33,"prongs, stem, split, in the road, spikey, eat, made of metal, silverware, china, sald/dinner","soft, comfortbable, square, couch, chair, sir on, lay on, patterns of, decorative, made of cotton/plush","friends, helpful, similar interests,","opening, great, marvelous, extravegant","food, fork, plate, reatraunt, home","friend, family, similar,","shrink, watch, pendelum","clothes, fashion, chest, short sleeve","bomb, tnt, dynomite, blow up","church, foorball, nap, dinner, family","number, group, counting, math","pretty, mom, friendly","complete, not lacking, pie","punch, kick, ufc, fake","strength, tissue, movement, workout","money, worthless, copper, abe lincoln","railraod, steel, engine, caboose","frame, eyes, metal, glass","women, medical, comforting,","saviour, my god, love, compassion, grace, mercy,","cash, coins, value, paper","strings, shoe, tie, knot","wooden, dishes, in kitchen, glasses,","socccer, future, dream, david beckam","money, long, not fun, diverse,","give permission, permit, give","warm, cotton, polysester, wool, suede","doors, carpet, building,","what, when, where, question, person,","drink, dry mouth, water,","confusing, letters, combinations, english, hurtful","friends, private, between two, not to be told","usa, eagel, freedom, statue of","family, house, heart is","wheel, red, flyer","picture, scene, canvass, paint","hoop, net, dribble, pass, shoot, orange,","write, ink, small, pointed, black","permiance, tangible, play,","realease, can, job, ceremony","not for, opposition, distraction","copier, paper, ink, book","river, lake, fish, crawdad, rock","overnight, bed, cable, on ground, travel","music, car, static, giveaways","god, sure of, religion, difficult","begin, process","woods, cozy, fireplace,","parties, helium, rubber, circular","book, gives direction, coneys substance","comb, afro, sides, nose","night, steal, victimize, criminal","same side, accordance, subject/verb","personal, own, my, value","not guilty, free, harmless, free from wrong","death, reaper, digger, tombstone","science, atom, jimmy, electron","street, begger, lazy, helpless","party, beer, men, sex,","body spray, facebook(pictures), game,","distraction, in the way, problem","communication, com 115, public, coney information,"
64813,10/5/10 22:42,10/5/10 22:53,11,To pick up food and eat with it.,To make an area softer to sit.,working together,splendid,energy to live,family,to put to sleep,covers the torso,to combust,day of rest,number,breasts,entire,believer,helps you move,abe lincoln,transportation,something to help the eye see,someone who helps others,savior,possesions,makes shoe tight and stay on,a place to store food,something wanted to be fufilled,job,permission,keeps you warm,building,someone,dehydrated,thoughts written out,something told only to certain people,freedom,house,old transportation,art,sport,something to write with,thing,available,dislike,words,water,place to stay,something to listen to music,to believe,beginning,home made of logs,helium filled substance,name,to choose,someone who steals,understanding between more than one person,something you own,pure,burial ground,science,homeless person,social membership for men,to know where its made,something in the way,public speaking
63361,10/6/10 10:59,10/6/10 11:24,25,it is used for eating,it is used for sleeping,a group of people have the same ambition,huge,to have a food,the male of the siblings,to make someone asleep by magnatic way,a thing to wear,to bomb something,the last day of the weekend,the number 10,the opposite of male,all,someone is usually fight,thews,cent,used for transportation,eyewear,someone working usually in Hospitals,the prophet,thing is used for getting something by exchanging,something on the shoe,a place of consultations,the aim,assignment,to let something happen,jacket,is the big building,to define someone,it is for needing water or somthing to drink,used for making sentences and talking,some private information,freedom,the place of original living,vehicle,to change the color,a kind of sport,used for writing,the enemy of the aim,editorial,feud,to paint on a paper,a small river,a small hotel it is usually on the roads,the wave of a lot of channels,the belief,to begin,a small place used for like calling,like a toy,the tag or ID of something,to choose between somethings,to steal,commitment,possess something,someone is not guilty,tomb,the opposite of the proton,someone is bad,brotherhood,to notice someone,threshold,presentation
65044,10/6/10 13:19,10/6/10 13:43,24,"Made of metal, used with food, can stab","Sit on, fluffy, padding",is made up of many people working to achieve a goal.,"big, important","to consume materials to live, can be made up of fruit, bread, or meat","can be older or younger, is a friend, is a male, is a protector,","looking at the subconcis,  not compleatly in control of ones actions","is a covering, made of cotten, made of silk,","blow up, is dangerous, massive amouts of energy","a day of rest, last day of the weekend","is a number, 10.","is a girl, can have babies,",all of something. every piece together,"is tough,  is unflinching,","used to move, needs oxygen, made up of cells","is the smallest form of US currency, made of copper","is made of metal, runs on tracks, carries cargo or passengerrs, gets you from point A to point B","used to see, is a magnification, is a fasion statement","not a doctor, can administer medication",is the son of God and the saviour of man,"is a form of currency, can be paper or metal, used to buy things","used to hold shoes on feet, used to tie.","is made of wood, can store things,","a point to strive for,","is a job,","Let go of control, go with it","used to get warm, is stylish",is a space used to get from one room to another inside a building,which person,"in need of drink, parched","used in speech, a form of communication",something no one knows. private,"is a freedom, is a","Made of wood, made of nails, made of windows, houses happiness, is comforting","made of wood, used to haul things","is calming, is made of canves and paint, can sell","Is orange and black, bounces, is fun to play with","used to wright, used for grading, has ink in if","is a physical thing, can touch","the begining, the starting point",not with,"part of a computer, uses ink and paper, is fast","running water, has fish in it, banks hold it in","a building, a place to stay, a place to rest, made of concreet",something music comes out of. something to listen to. can be large or small,believing,to begin,"is made of wood, is a get away, is in the woods, used for hunting or camping","is filed with air, can float, are decorations, can be used to travle","the name, a way to address somethin","scratch at, unlock things, dig into rock","a criminal,  someone who steals, should be prosucuted",on the same side,"something that is owned, and asset",someone not at fault.,"is a barial site, where the dead sleep",a part that makes up everything,"has no money, is a sad person, needs help",made up of males,switching roles. transfering positions,"something that gets in the way,","a form of communication, uses words, a common way to express ideas"
65290,10/6/10 17:03,10/6/10 17:22,19,"sharp, used for eating, made of either metal or plastic, a utensil made for the purpose of consuming food, 3 pronged, may be assoiated with a division in an object","soft, malleable, generally comfortable, an object meant to lesson the pain of an action",a group of people working towards a common cause,"to be large in size, or to have a large amount of attachment to.",the process of consumption,a sibling. also used in some religious conotations,the action of being in a trancelike state.,an object you wear to cover your chest and back,"to expand outward in a dramatic fashion, to allow oneself to lose control of ones emotions","a day every week, generally set aside by many people in the united states as the sabatical","a number, the number of fingers on the human hands. A number divisible by 2 and 5, the first of the 2 digit numericals,","lacking of a penis, equality as a mythological term",the act of being complete,"strong, resiliant, brave, proud",an object in the human body which controls the expansion and contractions of human muscles,an object worth 1 cent in us currency. a girls name,an object which travels on a prescribed field of travel. also the course of ones thoughts,"the objects which a person wears, also an object used to store water","a professional who works to aid the unhealthy, to make someone feel better",a figure of mythology and or religion who is professed to have done miracles,"an object used to spend, green, faces of the presidents, possesses an extrodinary ink composition making it hard to counterfiet",the laces on your shoe,an object to which you store knicknacks. the presidents appointed advisors,"where soccer players score, a set ambition to which a person must attempt to achieve, points","tedious, boring, the amount of effort necessary to accomplish a feat in science",to let something happen,an object you wear to protect you during cold weather.,the space between rooms,the question asked in regards to a person. associated most commonly when asking for a person,the act of having thirst. to desire a beverage to quench the back of your mouth,conglomerations of symbols which denote meaning in a given language,"concept of lying to others around you, to keep hidden from",the act of not being confined,"where you live, where your from, where your family is.",an object which is covered usually drawn by horses,an object which people draw on canvas to depic an object utilizing paint,a sporting event which involves to goals and an orange ball. the action of men playing fetch with themselves,an object you use to write with. also an enclosure made to keep animals in,the act of having shape or being ownable,the act of changing the state of an object from open to closed,to not be for a given cause,the ability to make a document go from a computer to a printer. also an alternative form of handwriting,a body of water which flows,a place where you stay on long car trips,an object which plays music. obsolete.,"the irrational act of believing in an object, regardless of facts",to begin.,a structure made of wood. homesy,an object made of plastic which expands with air. the process of expansion,what an object is given to denote meaning,"to choose, also an object made to break an object into small pieces","someone who unlawfully deprives another of wealth, sustanence, and anything else they may possess",something which you keep between two individuals.,"A piece of real estate. Having the characteristics of an object means it has a property of, a term used in math",the act of not having guilt,"A place where the dead are buried, something that is dire, 6 feet in the ground to avoid being eaten by animals",an object in science which is the underlying building block of many cellular structures. the name of a nickolodeon hero.,a homeless person. slang term for a persons butt,a group of people together for a common cause on a college basis. coed. drinking,a game people play,an object to which one must bipass,the process of speaking. also an address in front of a crowd
63148,10/6/10 18:45,10/6/10 19:00,15,"sharp, useful, metal, plastic","soft, useful, comfortable, colorful","unity, bonds, teammates","big, amazing","food, fat, healthy, dinner, lunch, breakfast, snack","problem, mean","sleep, therapy","t shirt, plain","volcano, dynomite","day of rest, church, holy day","before 11, after 9, ten commandments","woman, girl",complete,"rocky, mr. t, angry, wwe","tissue, big, small, red","abe lincoln, brass, tiny, 1 cent","loud, caboose, red","useful, needed","care-taker, underpaid, hard worker","savior,","green, greed, ben franklin, trees","long, white, tennis shoes","wood, container, in wall","long term, short term, passes line for point","hard, paycheck","permission, grant","warm, buttons","hallway, long, narrow",stranger,"hungry, water","sentences, sounds, meaning","honesty, integrity","justice, freedom, court","comfort, where the heart is, safety","wood, wild wild west, oregan trail","bright colors, van go, mono lisa","hard, orange, has lines","ink, ball point","thing, possession","beginning, start","protest, con","blank ink, newspaper","river, water, pond, rapids, fish","hotel, cheap, aids","am, fm, tuner, 96.5",important,beginning,"made of wood, forest, log, fire","animals, circus, helium","mr, mrs, ms","guitar, nose","liar, cheat, court, prison",contract,"object, possession, car","child, youth","death, funeral, haunted","neutral, in body,","homeless, hobo, dirty","boys, men, keggers",facebook,"problem, issue, overcome","speak, talking, words, lectures"
64930,10/6/10 19:01,10/6/10 19:16,15,"silver, sharp, to eat with","soft, fluffy, seat","number one, together","palace, theater","healthy, hungry","austin, older","mesmerize, hypnotist","size, gray, tight",bomb,"relax, football","nine, eight, seven","blonde, girl, women","grain, bread","fire, anger, punch","strong, steroids","bronze, one, shiny","loud, coal","four eyes, square","neonatal, shots","god, almighty, world","green, happy","yellow, string","wood, kitchen","soccer, long-run, short term","experience, time consuming",denied,"warm, fleece","Freddy, call","what, where, why, when","water, drink","short, long, dictionary","admirer, whisper","justice, constitution","comfy, close","red, oregon trail","sistine chapel, michael angelo","round, orange","ball-point, red","round, sharp","closing, ceremony",antagonist,"label, journalism","river, lake","hotel, holiday inn","car, music","god, trust","finish, go","woods, lake","pop, red","nine, book","nose, lick","bad, stealing","smile, handshake","home, land, boat","court, guilty","stone, cemetery, death","jimmy, science","hobo, bummer, homeless","alcohol, men, hot","freeze, deodorant","friends, hard","impediment, language"
62953,10/8/10 12:06,10/8/10 12:17,11,"long, pointy","soft, big, confy","soccer, sports","money, candy","food, hungry","mean, big","not real, psychic","cotton, cute","food, balloon","funday, relaxing","nine, eight","smart, pretty","wheat, milk","fire, cage","calf, biceps","shiny, money","loud, long","stylish, uncomfortable","school, hospital","cross, church","green, stressfull","shoe, tie","food, opens","soccer, achievement","consuming, tiring","ok, not a problem","cold, winter","doors, narrow","what, when","mouth, dry","spelling, writing","silent, embarrising","free, America","cozy, happy","child, red","walls, paint brush","hoop, tall","ink, write","small, fun","door, store","not for, unhappy","paper, handwriting","river, rocks","small, cheap","music, advertisment","church, God","clock, race","woods, logs","air, colorful","book, music","apples, nose","ignorent, poor","same, happy","house, boat","honest, shy","ground, body","science, electron","no money, smells","test, guys","game, name","course, hard","class, public"
65332,10/8/10 13:51,10/8/10 14:04,13,"Three prongs, silver, cold, hard","Cushy, square, thick","Members, play, work","Street, wonderful, magnificent, prestigious","Food, nourishment, chew, swallow, digest","Boy, blood relative, similar genes",Subliminal messaging,"Button up, sleeves, soft, cotton, flannel","Combust, volcano, bomb","Church, sleep","Number, exponent","Vagina, long hair, soft",Complete,"Strong, angry, muscular, pain","Tissue, sinew, strong, red","Copper, dirty, round, small, Abraham Lincoln","Choo choo, tracks, horn, caboose, railroad","Chanel, sun, vision, nearsighted, farsighted, bifocals","Scrubs, friendly, blood pressure, helping people","God, Mary, Christ, Madonna","Dirty, paper, presidents, Illuminati owl, spend","Shoes, knots","Wood, handles, dishes","Soccer, end point, achievement","Restaurant, minimum wage, salary, hard, stress","Let, permission","Pea, winter","Long, narrow","A band, verb","Water, dehydration, salt","vocabulary, spelling, dictionary, thesaurus","Lock and key, whisper","Freedom, Jeep","Smells, food, bed, comfort, mom","Station, red","Watercolor, oil, acrylic, brushes, canvas","Orange, round, running, hoops","Blue, black, ink, long, thin, messy, neat","Thing, item, oppose","Hole, beginning, slit","a wall, a rock, pushed","Paper, words, ink, graphic design, screen","Water, running, pebbles, fish","Cheap, vacancy, dirty","Commercials, music, DJ","God, religion, hope, prayer",Begin,"Log, woods, fire, quilts","Teardrop shaped, helium, static, color","Book, movie, person, song, name","Guitar, tooth, up",Steal,Compromise,"Ownership, money, land","Sweet, pure, naive","Sad, depressed, headstone",Equal to a proton,"Homeless, dirty, poor","Boys, beer, brotherhood, parties","Graffiti, price","Course, climbing, tough","Impediment, public speaking, pitch, eloquency"
62917,10/8/10 16:34,10/8/10 17:03,29,"silver, use it to eat, its not a spoon or a knife, can be combined with a spoon, use it to pick up food, in a kitchen, a utinsel","is soft, has a desgin on it, goes with a sofa or chair, is a piece of furniture, is usually square or circle shaped, can sit on it, can use it as a pillow","sports, theatre ensemble, coming together, working as one unit","opening, amazing","food, out, moneyy","Frat brother, siblings, family","to cast a spell upon, to force into, to be unsure what one knows","short sleeves, wear when its usually warm outside",BOOM goes the dynamite,"church, last day of the weekend, school starts the next day, homework","COX, fingers, numbers","cook, clean, vagina, babies, love, affection",number,"wrestling, someone who is strong,","bodybuilder, work out, guys with big ones who seem like possible douchebags","bronze, JC","transportation, engine, can be found in the country,","Harry Potter wears them, make people loos smart","RN, sick, feel better, doctors office, school nurse","love, mercy, his mom is Mary, savior, mighty","green, has presidents faces on it, what you buy stiff with",keeps my shoes from coming off,"kitchen, wooden, dishes, storage","SCCCCOOOORRRREE!!!, something to aim for, a dream","money, job, putting in effort to work hard","permit, approve,",to keep one warm,"Freddy, dorm life, stairs, classroom building, Craig Hall","what, where, when, why","Thursdays, want water","sentences, pages, writing papers, spelling",something thats untold,"freedom, symbol, 4th of July","Texas, love, family, mother, father, sister, borther, friends","trailer, red, push, loading device","artist, colors, beautiful","athlete, quick, tall","page, writing",everything,"first, unwrap, present, grand-opening","oppose, dislike, not able to give approal",page,"river, water, fish, beverage","not  a hotel, cheaper then a hotel, where porn is made","music, talk shows, communication","prayer, God, Jesus, Mary, Christmas, Catholicisim","begin, starting the clock,","in the woods, camping, camp, love","parties, clowns, animals, fairs, carnivals","job description, a win",to choose,"criminal, stolen, jail","mutual, comprimise","taxes, house","not guilty, not knowing","death, peace","science, chemistry,","lazy, hobo","parties, guys, boys, beer, drunk, reputation",your it!,"course, challenge, certified","talking, introduction, nervous, anxious"
63805,10/10/10 1:01,10/10/10 1:17,16,used to eat  food,to comfort,sport,ballroom,abtain nurishment,bonding,a guess,covering,to erupt,end of the weekend,number,is a mother,one,boxer,body builder,money,travel,eyewear,to heal/help,is to have faith,is revenue,part of a shoe,in closed,to achieve,achieve sucess,to welcome,warmth,dance,unknown,to drink,to be expressive,keep it,statue,to establish,car,to be expressive,court,to write,to observe,to enter,to push,paper,water,place to stay,music,to believe,to begin,vaction home,blow up,introduction,to choose,to take,to deal,to own,emotion,place of the dead,chemistry,avoid,greek life,identify,to overcome,to debate
65338,10/10/10 1:06,10/10/10 1:44,38,"is a utensil used to eat usually made of silver or metal, stabs into food, is stored in a drawer","is soft, used to rest on, is designed for comfort","more than one person, work towards a goal,","is something larger,","when hungry, for survival, is satisfying","biological male from same mother, close in age, same generation","is during sleep, is subconscious","clothing, made of cotton, has v-necks,","reaction, combustion","has no work, day of rest, break from the rest of the week","more than nine, less than eleven","two X chromosomes, has boobs, produces more estrogen","everything, all, everyone","endures pain, trains hard, is very violent","used to move bone, determines physical strength, can become stronger, can become weaker","is a unit of value, contains copper, has impressions on it, doesn't buy much","has a loud whistle, provides transportation, uses steam for power","used to improve vision, contains lenses, can be near sighted, can be far sighted","helps the sick, provides care, has a good knowledge of medicine","has followers, is a symbol of faith, is believed by many","value, wealth, tangible, buys goods, is highly wanted by everyone","ties, knots, shoes, double-knot, bends, has different colors","made of wood, stores objects, carpenter's make them","what one wants to achieve, the target, what motivates someone","has a goal, is not fun, is motivated by the outcome","permission, let's you do an action","warm, winter apparrell, insulation","forwards and backwards, stretch of walking space","someone unknown,","needs water, needs liquid, wanting a drink","used for communication, verbal, written, describe things","cannot be told, no one is supposed to know, contains personal information, is surprising","is part of freedom, allows people to do as they please","provides shelter, people grow up in them, has resale value","old, wooden, carries people, transportation","used in art, has fine movements, uses paint and brushes, is artistic,  is visualized","is fast paced, requires skills, 5 versus 5, two teams, requires teamwork, offense and defense","used to write, contains ink,",anything that takes up a space,"light comes through, a hole forms","opposing, disagreeing, opposite,","writing, ink, paper, font","cold, wet, cool, long, soothing","cheap place to stay, has bedrooms for people who travel, rooms are accessed from the outside","receives frequency waves, music, talk shows, information","cannot be seen, one's personal belief",the beginning of something,"made from logs, are out in the wilderness,","made of rubber, inflates, stores air, stores helium,","heading, name of event or book or movie","has a point, used to push or poke","steals things, is sneaky,","to compromies, provides a solution, is the end result","is expensive, is personal, has value","is not truly guilty, did not do anything wrong","dead, buried, mourning, has tombstones","neutral charge, in the nucleus","hot, incenurating, makes flames, causes carbon dioxide","a team of brothers, brotherhood,","price tag, advertisement, to show measurement or advertise","blocks events from happening, stops things from happening","communication and voice, verbal and nonverbal, facial expressions, tone, rate"
62365,10/10/10 16:31,10/10/10 17:02,31,"metal, silver, hard, cold,","soft, comfy, used on couch, plush. square. made of cloth.",group. work together. more than one. sport.,big. fancy. nice.,food. hungry. starving.,boy. male. sibling. older. younger.,cirlce. control. clock.,cloth. wear. top.,"bomb. war. red. organe. yellow. boom, firework,",relax day. weekend. church. day before monday.,number.,xx. girl. woman. women. boobs. long hair. vagina.,main. big.,fist. fight.. punch. uppercut. beat. win.,strong. arm. leg. tounge. red. big. weight.,copper. metal. money. lincoln. small. one.,"choo choo. metal. strong. many wheels. iron. caboose, engine. smoke. coal. industrial.",two pieces of glass. frame. help see. reading.,hospital. help grieving. red cross. female. help doctor. nice. smart.,"god. mary. church. jew. jerulism,",green. paper. george washington. rich.  currency.,shoe. white. cloth. tie. two. criss cross.,kitchen. brown. square. handle. wood. holds things. government,win. want.,get money. be professinal.,let. go. permission.,warm. cloth. cotten. winter. big. jacket.,long. leads to another area.,someone. specific. person.,water. parched. desert. dry. arid. hot.,letters put together.,shh. quiet. gossip.,free. statue. new york.,comfy. safe. St.Louis. your own. sweet. normal. well known. mom and dad. family. brick. wood. siding. roof. windows.,red. metal. holds things. 4 wheels.,paint. colors. art. brush.,orange. pumped up. black stripes. bawlding. sport ball.,smooth. plastic. ink. write with. permanent.,thing. noun.,enter. brand new,oppose. dont like. bad. mean. wrong.,copy. write. neat. percise.,water. blue. fish live in. go to river.,small hotel. bed. desk. lamp. cheap.,song. radio wave,church. god. belive. pray. sunday.,go. begin.,wood. in forest. comfy. cozy. log.,rubber. many colors. birthday. pop. helium.,main point. head.,choose. want.,steal. take.,concur. like same thing.,mine. own. private.,pure.,tombstone. grave yard. gray. sad. flower. rip.,science. particle. jimmy.,"lazy. dirty. messy, unorganized",boys. beer. alcohol. male. service. sober driver. college.,game.,overcome. problem.,talk. thoughts out loud.
62650,10/10/10 21:51,10/10/10 22:14,23,seperate parts,"soft, stuffed",sports,"large, eloquent, glitzy","food, hungry, put food in mouth and chew",a sibling that is a boy,to put someone in a trance,piece of clothe that goes over the head and covers the torso,"fire, bomb, war",church,"number, one and zero",a woman,"full, connected","bully, someone who hits people or tries to get a reaction","body, big muscles, body builders","one cent, money","cars in a row, form of tranportation","help a person to see better, needed to help vision",helps a doctor,"church, savior, carpenter","green, to be used to buy things",keeps the shoe tight on the foot,"wooden, holds things","something to reach, an achievement",monday-friday,to permit,"warmth, worn in winter","schools, long and narrow",a person,"water, drink","books, letters put together",not public knowledge,"freedom, war, soldiers fighting","family, where you live","something to be pulled, used to transport things","pictures, art museums","round, baskets, players, court","writing, paper, books",to deny,"a hole, a place for something to go into",not with,"printer, printing paper","flowing water, small","rooms, smaller, two levels","music, speakers, rectangle, loud","religion, believeing in what we do not see",to begin,"a place to live, a building","round, air, party",what something is called by,to choose,"steals valuables, takes without asking","to say yes to something, a pact",a possession,"angel, child, virgin",a place for a body,brain,"lazy, doesn't work","boys in college, parties","square, name on it",something that stands in the way,a lecture
63607,10/10/10 22:50,10/10/10 23:24,34,"silver, four points, used to eat, made out of metal","soft, comfertable, square",a group of people,a street name,"what you do with food, part of surival",family,big,"made out of different materials, covers your upper body",big mistake,"holy day, resting day",comes before 11 and after 9,girl,"not broken, all together","angry, troubled, hitter","in your body, can be weak or strong, many different kinds","brown, worth one cent, small",a type of transportation,fix visison,"a good person, deals with the sick, must be caring,",lord god savior prince of peace percect,how you get everything you need,"helps keeps your shoes on your feet, comes in different colors, goes through the holes of your shoes","government, what you put things in, in kitchen","something you set for yourself, long tem or short term","making money, an ocupation",approval to do something,keeps you warm,"between rooms, long, narror leads to many places",a question word,"dry mouth, when you need a drink",type of communcation,not spoken of,a place,a plave to live,"used for transpertion, four wheels, can sit in","what an artist would do, can be abstract, make money off them","sport, five people, a ball and a hoop",writing tool,solid,an empty space,not agreeing with something,a type of writting,water,a place to rest,"music, in many cars",your believe,the begining of something. where you line up,a place to stay,"floats, filled with air",a name,what you do when making a chocie,"stole, jail, wrong",between two people,what you own,"didnt do anything wrong, sweet,","where dead people go, dirt",science,lazy,a brother hood,a game,something you have to get around or over come,talking to a group of people
